0,0,0,2
0,0,1,2
0,0,2,2
0,0,3,2
0,0,4,2
0,0,5,2
0,0,6,2
0,0,7,2
0,0,8,2
0,0,9,2
0,0,10,2
0,0,11,2
0,0,12,2
0,0,13,2
0,0,14,2
0,0,15,2
0,0,16,2
0,0,17,2
0,0,18,2
0,0,19,2
0,0,20,2
0,0,21,2
0,0,22,2
0,0,23,2
0,0,24,2
0,0,25,2
0,0,26,2
0,0,27,2
0,0,28,2
0,0,29,2
0,0,30,2
0,0,31,2
0,0,32,2
0,0,33,2
0,0,34,2
0,0,35,2
0,0,36,2
0,0,37,2
0,0,38,2
0,0,39,2
0,0,40,2
0,0,41,2
0,0,42,2
0,0,43,2
0,0,44,2
0,0,45,2
0,0,46,2
0,0,47,2
0,0,48,2
0,0,49,2
0,0,50,2
0,0,51,2
0,0,52,2
0,0,53,2
0,0,54,2
0,0,55,2
0,0,56,2
0,0,57,2
0,0,58,2
0,0,59,2
0,0,60,2
0,0,61,2
0,0,62,2
0,0,63,2
0,0,64,2
0,0,65,2
0,0,66,2
0,0,67,2
0,0,68,2
0,0,69,2
0,0,70,2
0,0,71,2
0,0,72,2
0,0,73,2
0,0,74,2
0,0,75,2
0,0,76,2
0,0,77,2
0,0,78,2
0,0,79,2
0,0,80,2
0,0,81,2
0,0,82,2
0,0,83,2
0,0,84,2
0,0,85,2
0,0,86,2
0,0,87,2
0,0,88,2
0,0,89,2
0,0,90,2
0,0,91,2
0,0,92,2
0,0,93,2
0,0,94,2
0,0,95,2
0,0,96,2
0,0,97,2
0,0,98,2
0,0,99,2
0,1,12,12
0,1,24,12
0,1,36,12
0,1,48,12
0,1,61,14
0,1,62,7
0,1,63,14
0,1,72,12
0,1,84,12
0,1,96,12
0,2,61,7
0,2,62,7
0,2,63,7
0,3,61,15
0,3,62,15
0,3,63,15
1,0,0,2
1,0,1,2
1,0,2,2
1,0,3,2
1,0,4,2
1,0,5,2
1,0,6,2
1,0,7,2
1,0,8,2
1,0,9,2
1,0,10,2
1,0,11,2
1,0,12,2
1,0,13,2
1,0,14,2
1,0,15,2
1,0,16,2
1,0,17,2
1,0,18,2
1,0,19,2
1,0,20,2
